,type,category,review,star
1,비눗방울,리뷰,"애기랑 사이좋게 하려고 두개 샀어요 😁방울이 엄청 많이 나와요!!! 액도 좋은건지 쿠x에서 산 비눗방울 액은 방울이 아예 안만들아졌었는데 ! 😡아오 이건 속 시원히 아주 빵빵
애기랑 사이좋게 하려고 두개 샀어요 😁
방울이 엄청 많이 나와요!!!
액도 좋은건지 쿠x에서 산 비눗방울 액은
방울이 아예 안만들아졌었는데 ! 😡아오
이건 속 시원히 아주 빵빵 많이 나오네요!!!
! 👍
거기다 불 때 애가 실수로 들이켜도
! !
이거랑 비슷하게 생긴거 과거에 샀었는데
그건 애가 실수로 마시면 입안 가득 거품이였는데😰
요건 그런거 1도 없어서 !!
그리고 라이브 때 엄청난 행운 주셔서 감사해여❤️‍🔥
넘 ㅎㅎ
알라뷰 아가드👍❤️‍🔥",5
2,비눗방울,리뷰,"요즘 날이 좋아서 외출하면 아기한테 비누방울 불어주고 싶어 구매했어요. 역류방지 기능이 있어 아기가 직접 불면서 놀면 더 좋겠지만 아직 어려서 엄마가 아날로그ㅎㅎ 어린시절 추억 떠
요즘 날이 좋아서 외출하면 아기한테 비누방울 불어주고 싶어 구매했어요. 역류방지 기능이 있어 아기가 직접 불면서 놀면 더 좋겠지만 아직 어려서 엄마가 아날로그ㅎㅎ 어린시절 추억 떠올리며 마구마구 불어줬습니다ㅎㅎ 아기자기 작은 비눗방울이 엄청 풍성하게 나와서 사진 찍기 좋고👍 쉽게 터지지 않아서 더 좋은 것 같아요! 화창한 날 아가드 비눗방울로 행복한 시간 보냈어요💓",5
3,비눗방울,리뷰,"살짝만 불어줘도 비눗방울 엄청엄청 많이 나와요 거의 쏟아져나오는 수준.ᐟ.ᐟ.ᐟ역류방지설계되어있어서 비눗물 마신적 없었고, 소재도 안전하고 진짜 잘 샀어요요고 하나면 외출 인생샷
살짝만 불어줘도 비눗방울 엄청엄청 많이 나와요 거의 쏟아져나오는 수준.ᐟ.ᐟ.ᐟ
역류방지설계되어있어서 비눗물 마신적 없었고, 소재도 안전하고 진짜 잘 샀어요
요고 하나면 외출 인생샷 무조건 건져요👍👍👍
목욕시간에 비눗방울 불어줘도 대박 좋아해요💙
진짜 찐찐 만족템 남편도 맘에든다고 해죠써요👀❤️",5
4,비눗방울,리뷰,"비눗방울놀이 너무 재밌어요.....저랑 남편이 더 좋아하는 비눗방울놀이〰️✨🤍여러분 사세요 비눗방울나팔 최고예요...🙌🏻리필용액은 꼭 만들어주세요...🤍 퐁퐁으로 만든 퀄리
비눗방울놀이 너무 재밌어요.....
저랑 남편이 더 좋아하는 비눗방울놀이〰️✨🤍
여러분 사세요 비눗방울나팔 최고예요...🙌🏻
리필용액은 꼭 만들어주세요...🤍 퐁퐁으로 만든 퀄리티랑 차원이 달라요...ㅋㅋㅋ
오랫만에 남편이랑 재밌게 놀았어ㅇ...ㅋㅋㅋ
아가드 사랑해요💛",5
5,비눗방울,리뷰,"곧 15개월 아기고 역류방지기능 덕분에 아기가 직접 불어볼 수 있는 부분때문에 바로 구매했어요 내일 놀러가서 사용할건데 짜잔 하고 보여줄 생각하니 벌써 기분 좋네용^^
곧 15개월 아기고 역류방지기능 덕분에 아기가 직접 불어볼 수 있는 부분때문에 바로 구매했어요 내일 놀러가서 사용할건데 짜잔 하고 보여줄 생각하니 벌써 기분 좋네용^^",5
6,비눗방울,리뷰,"내구성이깔끔하고좋아용비눗방울 액을 따로 더사고싶을땐어떻ㄱ하면되나요?그리고 잘안터진다고해서 샀는데비슷한거같아서 별하나뺏어요 ㅠㅠ
내구성이깔끔하고좋아용
비눗방울 액을 따로 더사고싶을땐어떻ㄱ하면되나요?
그리고 잘안터진다고해서 샀는데
비슷한거같아서 별하나뺏어요 ㅠㅠ",4
7,비눗방울,리뷰,"아기가 걸음마를 제법 하게되니 밖에서 비누방울 놀이하면 좋을거같아 구입했어요.아직 불어본진 않았지만 세트가 좋아보여요ㅎㅎ
아기가 걸음마를 제법 하게되니 밖에서 비누방울 놀이하면 좋을거같아 구입했어요.아직 불어본진 않았지만 세트가 좋아보여요ㅎㅎ",5
8,비눗방울,리뷰,"라이브 방송때 저렴하게 잘 구매했어요ㅎ 아기가 비눗방울 보는거 좋아해서 날씨 풀리면 갖구나가서 놀아줄려구여~
라이브 방송때 저렴하게 잘 구매했어요ㅎ 아기가 비눗방울 보는거 좋아해서 날씨 풀리면 갖구나가서 놀아줄려구여~",5
9,비눗방울,리뷰,"빠른배송에 귀여운 패키지 좋아요 비눗방울 구멍도 많고 다만 거치대도 좀 들고 다녀야 하는게 약간 번거롭긴해요
빠른배송에 귀여운 패키지 좋아요
비눗방울 구멍도 많고 다만 거치대도 좀 들고 다녀야 하는게 약간 번거롭긴해요",5
10,비눗방울,리뷰,"귀여워요 좋아용 오자마자 놀이터 가서 해줬는데 울애기는 아직 8갤차 아기라 관심없고 다른 큰 아가들이랑 놀아주다 왔어요 ㅋㅋㅋ
귀여워요 좋아용 오자마자 놀이터 가서 해줬는데
울애기는 아직 8갤차 아기라 관심없고
다른 큰 아가들이랑 놀아주다 왔어요
ㅋㅋㅋ",5
11,비눗방울,리뷰,"아기랑 외출하면 해주려고 라방때 저렴하게 구매했어요!비눗방울도 많이나오고 오래가서 사진찍기 좋아요
아기랑 외출하면 해주려고 라방때 저렴하게 구매했어요!
비눗방울도 많이나오고 오래가서 사진찍기 좋아요",5
12,비눗방울,리뷰,"역류방지가 되어 있어서 구입했습니다. 침이 닫는 부분이라 일반 플라스틱은 염려스러웠는데 옥수수 원료라니 믿을만 합니다
역류방지가 되어 있어서 구입했습니다. 침이 닫는 부분이라 일반 플라스틱은 염려스러웠는데 옥수수 원료라니 믿을만 합니다",5
13,비눗방울,리뷰,"아직 사용안해봤지만 아가가 좋아했음 좋겠어요근데 액은 어케 바르는거지?ㅎ좀 살펴봐야겠네요ㅋ
아직 사용안해봤지만 아가가 좋아했음 좋겠어요
근데 액은 어케 바르는거지?ㅎ
좀 살펴봐야겠네요ㅋ",5
14,비눗방울,리뷰,"어린이날 사용하려고 미리 구매 했어요~^^따로 구매하지 않고 비눗방울 세트로 구성되어서 좋아요~^^벌써부터 신나네요^^
어린이날 사용하려고 미리 구매 했어요~^^
따로 구매하지 않고 비눗방울 세트로 구성되어서 좋아요~^^벌써부터 신나네요^^",5
15,비눗방울,리뷰,"사진찍을때 만족스럽게 썼어요~ 비눗방울이 작게 나와서 조금 아쉬운거 빼고는좋이요👍
사진찍을때 만족스럽게 썼어요~
비눗방울이 작게 나와서 조금 아쉬운거 빼고는
좋이요👍",4
16,비눗방울,리뷰,"비눗방울이 잘 안터지고 양이 엄청나요!ㅋㅋ아기가 너무 좋아해서 잘산것같습니다!!
비눗방울이 잘 안터지고 양이 엄청나요!ㅋㅋ
아기가 너무 좋아해서 잘산것같습니다!!",5
17,비눗방울,리뷰,"예전에 자동 비눗방울을 산 적있는데 잘 안되더라구요 근데 이거는 정말 잘돼요! 일단 가볍고 비눗방울이 많이 나와요 아기가 불어도 잘 될 거 같아요 ^^
예전에 자동 비눗방울을 산 적있는데 잘 안되더라구요 근데 이거는 정말 잘돼요! 일단 가볍고 비눗방울이 많이 나와요 아기가 불어도 잘 될 거 같아요 ^^",5
18,비눗방울,리뷰,"애기반응은 그저그래요 저랑 남편만좋아하네욬ㅋㅋ작은방울이많이나오네요
애기반응은 그저그래요
저랑 남편만좋아하네욬ㅋㅋ작은방울이많이나오네요",3
19,비눗방울,리뷰,"실리콘소재면 더 좋았을것 같아요 조금 이염이 있지만 비눗방울은 잘되네요
실리콘소재면 더 좋았을것 같아요 조금 이염이 있지만 비눗방울은 잘되네요",4
20,비눗방울,리뷰,"오자마자 가지고 나가서 불어주니 아이가 너무 좋아하네요. 비눗방울 크기가 작아서 아이가 손으로 터트리면서 잘 놀았어요.
오자마자 가지고 나가서 불어주니
아이가 너무 좋아하네요. 비눗방울 크기가 작아서 아이가 손으로 터트리면서 잘 놀았어요.",5
21,비눗방울,리뷰,"날씨가 좋아 아가랑 밖에서 즐겁게 사용하고 왔어요! 잘 안터져서 굿?!!!!!
날씨가 좋아 아가랑 밖에서 즐겁게 사용하고 왔어요! 잘 안터져서 굿?!!!!!",5
22,비눗방울,리뷰,"간편하게 많은 양의 비누방울도 만들고 즐겁게 놀 수 있는 물건입니다.
간편하게 많은 양의 비누방울도 만들고 즐겁게 놀 수 있는 물건입니다.",5
23,비눗방울,리뷰,"아직 해보진 못했지만 기대중이에요!ㅋㅋ애기가 좋아했음 좋겠네요ㅋ
아직 해보진 못했지만 기대중이에요!ㅋㅋ
애기가 좋아했음 좋겠네요ㅋ",5
24,비눗방울,리뷰,"놀라가서 해주려고 구매했어요! 알고있던 비누방울이라 만족입니다 ~
놀라가서 해주려고 구매했어요! 알고있던 비누방울이라 만족입니다 ~",5
25,비눗방울,리뷰,"아이 선물 줬는데 엄청 좋아해요 선물 포장까지 예쁘게 했어요 네모난 상자에 담아주셔서 좋았네요 크기는 물티슈만 해요
아이 선물 줬는데 엄청 좋아해요 선물 포장까지 예쁘게 했어요 네모난 상자에 담아주셔서 좋았네요 크기는 물티슈만 해요",5
26,비눗방울,리뷰,"비누방울이 한번에 수십개~~정도많이 나와요ㅎ 아이도 좋아해요!!
비누방울이 한번에 수십개~~정도많이 나와요ㅎ 아이도 좋아해요!!",5
27,비눗방울,리뷰,"아기가 우선 좋아하고 사진 찍을 때도 너무 잘 나와서 좋았어요~
아기가 우선 좋아하고 사진 찍을 때도 너무 잘 나와서 좋았어요~",5
28,비눗방울,리뷰,"조그마한 비눗방울들이 안터지고 촤라락 날리는게 너무 예뻐요
조그마한 비눗방울들이 안터지고 촤라락 날리는게 너무 예뻐요",5
29,비눗방울,리뷰,"날씨 따뜻해지면 아기랑 밖에 산책할때 해보려고 구매했어요
날씨 따뜻해지면 아기랑 밖에 산책할때 해보려고 구매했어요",5
30,비눗방울,리뷰,"귀여워요 ㅎㅎ 아기는아직 불지 못해 엄마인 제가 즐겁넹요
귀여워요 ㅎㅎ 아기는
아직 불지 못해 엄마인 제가 즐겁넹요",5
31,비눗방울,리뷰,"아무래도 입으로 불어야하니 풍성하게 나오진 않아요..ㅠㅠ
아무래도 입으로 불어야하니 풍성하게 나오진 않아요..ㅠㅠ",3
32,비눗방울,리뷰,"작아서 휴대하기도 쉽고 무엇보다 아기가 넘 좋아해요~~!!
작아서 휴대하기도 쉽고 무엇보다 아기가 넘 좋아해요~~!!",5
33,비눗방울,리뷰,"아직 사옹은 안햇지만 아기가 퍙소애 비눗방울 좋아해요
아직 사옹은 안햇지만 아기가 퍙소애 비눗방울 좋아해요",5
34,비눗방울,리뷰,"빨리왔어요~본체는 한국인데 액상은 중국제품이네요 ㅠ
빨리왔어요~
본체는 한국인데 액상은 중국제품이네요 ㅠ",4
35,비눗방울,리뷰,"산책할때 놀아주려고 구매해요 역류가 안된다니 좋네요
산책할때 놀아주려고 구매해요 역류가 안된다니 좋네요",5
36,비눗방울,리뷰,"제주도 여행가서 스냅샷 찍을때 사용하려고 구매했어용
제주도 여행가서 스냅샷 찍을때 사용하려고 구매했어용",5
37,비눗방울,리뷰,"아직 사용전인데 나들이 갈때 불어주려고 구매했어요~
아직 사용전인데 나들이 갈때 불어주려고 구매했어요~",5
38,비눗방울,리뷰,"아직은 어려서 잘 못해요어른들이 불어주고 있어요
아직은 어려서 잘 못해요
어른들이 불어주고 있어요",4
39,비눗방울,리뷰,"배송도 빠르고거품도잘나요아기가 엄청좋아해요
배송도 빠르고
거품도잘나요
아기가 엄청좋아해요",5
40,비눗방울,리뷰,"세상에 배송도 빠르고 안전하게 너무잘왔어요! 애기랑 놀기에도 너무좋은거같아요! 주말에 해줘야겠어요 갓언니 이런 혜택 너무 좋아요 :3
세상에 배송도 빠르고 안전하게 너무잘왔어요!
애기랑 놀기에도 너무좋은거같아요! 주말에 해줘야겠어요 갓언니 이런 혜택 너무 좋아요 :3",5
41,비눗방울,리뷰,"아직 아기가 불지는 못 하지만 너무 좋아해요^^
아직 아기가 불지는 못 하지만 너무 좋아해요^^",5
42,비눗방울,리뷰,"조동이 쓰는거 보고 갠찮은거 같아 구매햇어요
조동이 쓰는거 보고 갠찮은거 같아 구매햇어요",5
43,비눗방울,리뷰,"오 엄청 잘 불려요!! 콕콕 찍어서 후~하면 비누방울이 많이 나와요! 잘 터지지도 않는 것 같구요 ㅎㅎ 아직 아가가 7개월이라 제가 열심히 불고 있어요 애엄마가 만족하는 템?ㅎㅎㅎ
오 엄청 잘 불려요!! 콕콕 찍어서 후~하면 비누방울이 많이 나와요! 잘 터지지도 않는 것 같구요 ㅎㅎ 아직 아가가 7개월이라 제가 열심히 불고 있어요 애엄마가 만족하는 템?ㅎㅎㅎ",5
44,비눗방울,리뷰,"아직 안써봤눈데 아기가 좋아했음 좋겠네요
아직 안써봤눈데 아기가 좋아했음 좋겠네요",5
45,비눗방울,리뷰,"아직사용은못해봄 나들이나갈때써보려구요
아직사용은못해봄 나들이나갈때써보려구요",5
46,비눗방울,리뷰,"만족합니다! 목걸이로 나왓음 더 좋겟어요
만족합니다! 목걸이로 나왓음 더 좋겟어요",5
47,비눗방울,리뷰,"방울도 잘 날라가고 아이가 재밌어 해요
방울도 잘 날라가고 아이가 재밌어 해요",5
48,비눗방울,리뷰,"아기가 너무 좋아할 것 같아 기대돼요❤
아기가 너무 좋아할 것 같아 기대돼요❤",5
49,비눗방울,리뷰,"이번에 캠핑가면 써보려고 구매했어요:)
이번에 캠핑가면 써보려고 구매했어요:)",5
50,비눗방울,리뷰,"방울도 오래가고 아기가 너무 좋아해요
방울도 오래가고 아기가 너무 좋아해요",5
51,비눗방울,리뷰,"너무 자잘하게 나와서 좀 아쉬워요ㅠㅠ
너무 자잘하게 나와서 좀 아쉬워요ㅠㅠ",5
52,비눗방울,리뷰,"아직 사용 안해봤지만 마음에 들어요~~
아직 사용 안해봤지만 마음에 들어요~~",5
53,비눗방울,리뷰,"세워서해야되서 ..좀불편한감이있어요
세워서해야되서 ..좀불편한감이있어요",3
54,비눗방울,리뷰,"귀엽고 얼릉 날 좋은날 해주고 시퍼요
귀엽고 얼릉 날 좋은날 해주고 시퍼요",5
55,비눗방울,리뷰,"목욕할 때 해줬는데 너무 좋아하네용
목욕할 때 해줬는데 너무 좋아하네용",5
56,비눗방울,리뷰,"너무좋아하네요목욕시간이 재밋어요
너무좋아하네요
목욕시간이 재밋어요",5
57,비눗방울,리뷰,"아직 사용은 안해밨지만 좋길바라며
아직 사용은 안해밨지만 좋길바라며",5
58,비눗방울,리뷰,"거품이진짜잘나네용아기가좋아해용
거품이진짜잘나네용
아기가좋아해용",5
59,비눗방울,리뷰,"아직 사용전이지만 귀엽고 좋아요 :)
아직 사용전이지만 귀엽고 좋아요 :)",5
60,비눗방울,리뷰,"잘불어지고 좋아요배송도 빨랐어요
잘불어지고 좋아요
배송도 빨랐어요",5
61,비눗방울,리뷰,"아이가 조아해요. 잘 가지고 놉니다
아이가 조아해요. 잘 가지고 놉니다",5
62,비눗방울,리뷰,"아기가 잼있어서합니다 잘샀어요
아기가 잼있어서합니다 잘샀어요",5
63,비눗방울,리뷰,"아이가 잘 불지는 못하네요 ㅠㅠ
아이가 잘 불지는 못하네요 ㅠㅠ",4
64,비눗방울,리뷰,"제주도가서 너무 잘 사용했어요
제주도가서 너무 잘 사용했어요",5
65,비눗방울,리뷰,"친정에 갖다놓고 잘쓰고있어요~
친정에 갖다놓고 잘쓰고있어요~",5
66,비눗방울,리뷰,"아직사용전이지만좋을거같아요
아직사용전이지만
좋을거같아요",5
67,비눗방울,리뷰,"잘 불리고 엄청 많이 나와요 ㅋ
잘 불리고 엄청 많이 나와요 ㅋ",5
68,비눗방울,리뷰,"비눗방울 좋아해서 구매했어요
비눗방울 좋아해서 구매했어요",5
69,비눗방울,리뷰,"나쁘지않아요 아기는 좋아해요
나쁘지않아요 아기는 좋아해요",3
70,비눗방울,리뷰,"비눗방울이 많이나와서 좋아요
비눗방울이 많이나와서 좋아요",5
71,비눗방울,리뷰,"아직 사용전이지만 기대되요!
아직 사용전이지만 기대되요!",5
72,비눗방울,리뷰,"아이가좋아해요봄에역시꿀템
아이가좋아해요
봄에역시꿀템",5
73,비눗방울,리뷰,"너무 조아요ㅎㅎ맘에들어요
너무 조아요ㅎㅎ맘에들어요",5
74,비눗방울,리뷰,"아기가 너무 좋아해요 ㅎㅎ
아기가 너무 좋아해요 ㅎㅎ",5
75,비눗방울,리뷰,"아이들이 많이 좋아했어요~
아이들이 많이 좋아했어요~",5
76,비눗방울,리뷰,"아가드라 믿고 주문했어요
아가드라 믿고 주문했어요",5
77,비눗방울,리뷰,"거품이 풍성하고 오래가요
거품이 풍성하고 오래가요",5
78,비눗방울,리뷰,"비눗방울이 적은 호흡으로 아주 풍성하게 잘불려요 ㅎㅎ 만족만족 굿굿
비눗방울이 적은 호흡으로 아주 풍성하게 잘불려요 ㅎㅎ 만족만족 굿굿",5
79,비눗방울,리뷰,"4월에 놀러가서 쓰려고 구매했어요 아이가 좋아해줬으면 좋겠어요!! 배송 너무 빨라서 좋아요
4월에 놀러가서 쓰려고 구매했어요
아이가 좋아해줬으면 좋겠어요!!
배송 너무 빨라서 좋아요",5
80,비눗방울,리뷰,"아이가 엄청 좋아하네요
아이가 엄청 좋아하네요",5
81,비눗방울,리뷰,"비눗방울 좋아하네요ㅎ
비눗방울 좋아하네요ㅎ",5
82,비눗방울,리뷰,"비눗방울 많이 나와요!
비눗방울 많이 나와요!",5
83,비눗방울,리뷰,"아이가 너무 좋아해용
아이가 너무 좋아해용",5
84,비눗방울,리뷰,"아기가 좋아합니다 굿
아기가 좋아합니다 굿",5
85,비눗방울,리뷰,"아기가 좋아해요 ㅎㅎ
아기가 좋아해요 ㅎㅎ",5
86,비눗방울,리뷰,"배송도 빠르고 아직 사용하기 전이지만 깨진 부분없이 잘 왔습니다. 빨리 아기 데리고 나가서 사용해보고싶네요~ 모양도 너무 이뻐요ㅋㅋ
배송도 빠르고 아직 사용하기 전이지만 깨진 부분없이 잘 왔습니다. 빨리 아기 데리고 나가서 사용해보고싶네요~ 모양도 너무 이뻐요ㅋㅋ",5
87,비눗방울,리뷰,"날 좋아서 밖에서 아이 놀아줄때 해주려고 샀어요!! 방울이 많이 나와서 아이가 더 좋아하네요 :)
날 좋아서 밖에서 아이 놀아줄때 해주려고 샀어요!! 방울이 많이 나와서 아이가 더 좋아하네요 :)",5
88,비눗방울,리뷰,"비눗방울이 잘 만들어져요ㅎㅎ아기는 아직 비눗방울 못 불어서,엄마아빠가 실컷 잘 가지고 놀았어요 ><
비눗방울이 잘 만들어져요ㅎㅎ
아기는 아직 비눗방울 못 불어서,
엄마아빠가 실컷 잘 가지고 놀았어요 ><",5
89,비눗방울,리뷰,"아이가 좋아해요..
아이가 좋아해요..",5
90,비눗방울,리뷰,"문센에서 너무좋아하길래 구매했네요집에서도 해주려구요!!
문센에서 너무좋아하길래 구매했네요
집에서도 해주려구요!!",5
91,비눗방울,리뷰,"방울이 부드럽게 많이 나와서 좋아요! ! 아이가 좋아해서 목욕시간마다 비눗방울놀이하고 놀이도해요!
방울이 부드럽게 많이 나와서 좋아요! ! 아이가 좋아해서 목욕시간마다 비눗방울놀이하고 놀이도해요!",5
92,비눗방울,리뷰,"배송 빨라요 특가로 구매했어요 아기가 좋아했음 좋겠어요
배송 빨라요
특가로 구매했어요 아기가 좋아했음 좋겠어요",5
93,비눗방울,리뷰,"생각보다 아이가 사용하기에 불편하네요...ㅠㅠ 다른 제품을 놓고 사용중이에요..ㅠㅠ액이 들어가는 공간이 너무 낮아서 금방 쏟아지고요....
생각보다 아이가 사용하기에 불편하네요...ㅠㅠ 다른 제품을 놓고 사용중이에요..ㅠㅠ
액이 들어가는 공간이 너무 낮아서 금방 쏟아지고요....",3
94,비눗방울,리뷰,"비누방울이 너무 자잘하게 나온다는점 거품이 생기면 방울이 잘 안불어진다는점.그것빼면 그냥저냥 쓸만해요.
비누방울이 너무 자잘하게 나온다는점
거품이 생기면 방울이 잘 안불어진다는점.
그것빼면 그냥저냥 쓸만해요.",4
95,비눗방울,리뷰,"아기가 비눗방울을 좋아해서 구매했는데, 너무 좋아해서 여전히 외출할때 잘 사용하고 있어요! 갬성 사진 찍을때도 너무 좋아요.
아기가 비눗방울을 좋아해서 구매했는데, 너무 좋아해서 여전히 외출할때 잘 사용하고 있어요! 갬성 사진 찍을때도 너무 좋아요.",5
96,비눗방울,리뷰,"너무 잘 쓰고 있어요 배송도 빠르고 아이도 너무 조아하네용 ㅋㅋㅋ 그래서 추가 주문 하려고 합니다 비눗방울도 잘 안터지고 멀리멀리 날아가서 좋아요
너무 잘 쓰고 있어요 배송도 빠르고 아이도 너무 조아하네용 ㅋㅋㅋ 그래서 추가 주문 하려고 합니다
비눗방울도 잘 안터지고 멀리멀리 날아가서 좋아요",5
97,비눗방울,리뷰,"8갤 울 애기는 관심없고.. ㅠㅠ놀이터에서 다른 큰 아가들 놀아주고 왔네요 ㅋㅋ
8갤 울 애기는 관심없고.. ㅠㅠ
놀이터에서 다른 큰 아가들 놀아주고 왔네요 ㅋㅋ",4
98,비눗방울,리뷰,"비누방울이 너무 자잘자잘해서 아쉬웠어요
비누방울이 너무 자잘자잘해서 아쉬웠어요",5
99,비눗방울,리뷰,"감사합니다:) 잘쓸께요 또 구매할께요! 좋아요
감사합니다:) 잘쓸께요 또 구매할께요! 좋아요",5
100,비눗방울,리뷰,"좋아요애들이 엄청좋아해용ㅋㅋ
좋아요
애들이 엄청좋아해용ㅋ
ㅋ",5
101,비눗방울,리뷰,"아기가 좋아하는 비눗방울비눗방울이 정말 많이 나오네요아가가 비눗방울이 처음이라 어리둥절 하다가 나중엔 비눗방울 잡으려고 신나게 달렸어요
아기가 좋아하는 비눗방울
비눗방울이 정말 많이 나오네요
아가가 비눗방울이 처음이라 어리둥절 하다가 나중엔 비눗방울 잡으려고 신나게 달렸어요",5
102,비눗방울,리뷰,"아이가 너무 좋아해요 ㅎㅎ감사합니다
아이가 너무 좋아해요 ㅎㅎ감사합니다",5
103,비눗방울,리뷰,"애기보다 어른이 더 좋아해요 ㅋㅋㅋ
애기보다 어른이 더 좋아해요 ㅋㅋㅋ",5
104,비눗방울,리뷰,"아기가 좋아해요 :) 감사해요🤍
아기가 좋아해요 :) 감사해요🤍",5
105,비눗방울,리뷰,"기대 엄청 하고 구매했는데 역류하고 방울도 별로네요……조카한테 선물해줬는데 실망입니다
기대 엄청 하고 구매했는데 역류하고 방울도 별로네요……
조카한테 선물해줬는데 실망입니다",1
106,비눗방울,리뷰,"잘받았습니다 감사합니다
잘받았습니다 감사합니다",5
107,비눗방울,리뷰,"아가팡인가요? 배송이 어쩜 이리도빠른지 ㅎㅎ주말에 나들이갈때 사진찍을때 해봐야겠어요ㅎㅎ아기가 아직 너무어려서 혼자서는 못하지만 정말 좋아할걱같아용ㅎㅎㅎ감사합니다
아가팡인가요? 배송이 어쩜 이리도빠른지 ㅎㅎ주말에 나들이갈때 사진찍을때 해봐야겠어요ㅎㅎ아기가 아직 너무어려서 혼자서는 못하지만 정말 좋아할걱같아용ㅎㅎㅎ감사합니다",5
108,비눗방울,리뷰,"매번사용중인 제품 굿굿굿
매번사용중인 제품 굿굿굿",5
109,비눗방울,리뷰,"아기가 좋아해여 ㅎㅎㅎ
아기가 좋아해여 ㅎㅎㅎ",5
110,비눗방울,리뷰,"배송진짜파늡니다ㅋㅋㅋ
배송진짜파늡니다ㅋㅋㅋ",5
111,비눗방울,리뷰,"역류해요..ㅠㅠ 아기가 혼자 하고싶대서 줬는데 역류해요ㅜㅜ
역류해요..ㅠㅠ 아기가 혼자 하고싶대서 줬는데 역류해요ㅜㅜ",2
112,비눗방울,리뷰,"조아요조아요조아요조아요
조아요조아요조아요조아요",5
